"","Date_Time","Value"
"195",1964-01-15,1.5
"196",1964-01-16,0
"197",1964-01-17,0
"198",1964-01-18,0
"199",1964-01-19,0
"200",1964-01-20,0
"201",1964-01-21,0
"202",1964-01-22,0
"203",1964-01-23,0
"204",1964-01-24,0
"205",1964-01-25,5.3
"206",1964-01-26,1.1
"207",1964-01-27,0
"208",1964-01-28,0.6
"209",1964-01-29,2.4
"210",1964-01-30,1.8
"211",1964-01-31,0
"212",1964-02-01,4.7
"213",1964-02-02,8.4
"214",1964-02-03,0.9
"215",1964-02-04,0.7
"216",1964-02-05,0.7
"217",1964-02-06,3.6
"218",1964-02-07,0.8
"219",1964-02-08,5.7
"220",1964-02-09,0.2
"221",1964-02-10,0.9
"222",1964-02-11,0.5
"223",1964-02-12,0
"224",1964-02-13,0
"225",1964-02-14,0
"226",1964-02-15,0
"227",1964-02-16,0
"228",1964-02-17,0
"229",1964-02-18,0
"230",1964-02-19,0
"231",1964-02-20,0.3
"232",1964-02-21,0.5
"233",1964-02-22,0
"234",1964-02-23,0.4
"235",1964-02-24,0.3
"236",1964-02-25,0
"237",1964-02-26,0
"238",1964-02-27,0
"239",1964-02-28,0
"240",1964-02-29,0
"241",1964-03-01,12.8
"242",1964-03-02,5.2
"243",1964-03-03,0
"244",1964-03-04,0
"245",1964-03-05,0
"246",1964-03-06,0
"247",1964-03-07,50.9
"248",1964-03-08,0
"249",1964-03-09,7.5
"250",1964-03-10,0
"251",1964-03-11,0
"252",1964-03-12,0
"253",1964-03-13,0
"254",1964-03-14,0
"255",1964-03-15,0
"256",1964-03-16,0
"257",1964-03-17,0
"258",1964-03-18,0
"259",1964-03-19,0
"260",1964-03-20,0
"261",1964-03-21,0
"262",1964-03-22,0
"263",1964-03-23,0
"264",1964-03-24,0.5
"265",1964-03-25,0
"266",1964-03-26,0
"267",1964-03-27,0
"268",1964-03-28,0
"269",1964-03-29,0
"270",1964-03-30,0
"271",1964-03-31,3.4
"272",1964-04-01,0
"273",1964-04-02,0
"274",1964-04-03,0
"275",1964-04-04,0
"276",1964-04-05,0.3
"277",1964-04-06,0
"278",1964-04-07,0
"279",1964-04-08,1.9
"280",1964-04-09,46.4
"281",1964-04-10,0.3
"282",1964-04-11,0
"283",1964-04-12,0
"284",1964-04-13,0
"285",1964-04-14,0
"286",1964-04-15,0
"287",1964-04-16,1.3
"288",1964-04-17,1.6
"289",1964-04-18,0
"290",1964-04-19,0
"291",1964-04-20,2.2
"292",1964-04-21,20.5
"293",1964-04-22,34.3
"294",1964-04-23,34.8
"295",1964-04-24,5.5
"296",1964-04-25,0
"297",1964-04-26,6.9
"298",1964-04-27,0
"299",1964-04-28,0
"300",1964-04-29,0
"301",1964-04-30,0
"302",1964-05-01,1.1
"303",1964-05-02,1.7
"304",1964-05-03,5.1
"305",1964-05-04,1
"306",1964-05-05,0.4
"307",1964-05-06,0
"308",1964-05-07,0
"309",1964-05-08,0.5
"310",1964-05-09,0
"311",1964-05-10,0
"312",1964-05-11,0
"313",1964-05-12,1.5
"314",1964-05-13,0
"315",1964-05-14,0
"316",1964-05-15,1
"317",1964-05-16,0.2
"318",1964-05-17,0.2
"319",1964-05-18,0.3
"320",1964-05-19,0
"321",1964-05-20,0
"322",1964-05-21,0.2
"323",1964-05-22,0
"324",1964-05-23,0
"325",1964-05-24,0
"326",1964-05-25,0.2
"327",1964-05-26,0.4
"328",1964-05-27,3.9
"329",1964-05-28,0.9
"330",1964-05-29,0
"331",1964-05-30,0
"332",1964-05-31,37.7
"333",1964-06-01,2.1
"334",1964-06-02,0.5
"335",1964-06-03,0
"336",1964-06-04,0.9
"337",1964-06-05,0.1
"338",1964-06-06,0
"339",1964-06-07,0
"340",1964-06-08,0.1
"341",1964-06-09,0.2
"342",1964-06-10,0
"343",1964-06-11,0
"344",1964-06-12,0
"345",1964-06-13,0
"346",1964-06-14,0
"347",1964-06-15,0.1
"348",1964-06-16,2.5
"349",1964-06-17,0.2
"350",1964-06-18,2
"351",1964-06-19,8.5
"352",1964-06-20,3
"353",1964-06-21,6.6
"354",1964-06-22,1.6
"355",1964-06-23,9.8
"356",1964-06-24,6
"357",1964-06-25,1
"358",1964-06-26,3.1
"359",1964-06-27,0.6
"360",1964-06-28,0
"361",1964-06-29,11.4
"362",1964-06-30,0.9
"363",1964-07-01,21.2
"364",1964-07-02,0
"365",1964-07-03,19.1
"366",1964-07-04,4.8
"367",1964-07-05,1.3
"368",1964-07-06,0
"369",1964-07-07,0
"370",1964-07-08,0
"371",1964-07-09,0
"372",1964-07-10,0
"373",1964-07-11,2.4
"374",1964-07-12,27.7
"375",1964-07-13,61.6
"376",1964-07-14,31.7
"377",1964-07-15,18.8
"378",1964-07-16,21.3
"379",1964-07-17,34.6
"380",1964-07-18,4.1
"381",1964-07-19,18.2
"382",1964-07-20,46.4
"383",1964-07-21,2.2
"384",1964-07-22,2.1
"385",1964-07-23,0.1
"386",1964-07-24,15.1
"387",1964-07-25,5.3
"388",1964-07-26,0
"389",1964-07-27,0
"390",1964-07-28,0
"391",1964-07-29,2.7
"392",1964-07-30,0.5
"393",1964-07-31,0
"394",1964-08-01,4.5
"395",1964-08-02,0.2
"396",1964-08-03,0.7
"397",1964-08-04,0.8
"398",1964-08-05,0.1
"399",1964-08-06,7.6
"400",1964-08-07,0
"401",1964-08-08,0.7
"402",1964-08-09,5.5
"403",1964-08-10,4.9
"404",1964-08-11,11.9
"405",1964-08-12,2.4
"406",1964-08-13,0
"407",1964-08-14,4
"408",1964-08-15,0.4
"409",1964-08-16,2.9
"410",1964-08-17,0.8
"411",1964-08-18,0
"412",1964-08-19,0.4
"413",1964-08-20,0
"414",1964-08-21,0
"415",1964-08-22,0
"416",1964-08-23,0
"417",1964-08-24,2.3
"418",1964-08-25,11.7
"419",1964-08-26,6.4
"420",1964-08-27,0
"421",1964-08-28,0
"422",1964-08-29,1.6
"423",1964-08-30,1
"424",1964-08-31,0
"425",1964-09-01,0
"426",1964-09-02,0
"427",1964-09-03,0.4
"428",1964-09-04,4.3
"429",1964-09-05,2.7
"430",1964-09-06,0.9
"431",1964-09-07,24.6
"432",1964-09-08,5.8
"433",1964-09-09,0
"434",1964-09-10,0
"435",1964-09-11,27.5
"436",1964-09-12,16.4
"437",1964-09-13,8.8
"438",1964-09-14,1.4
"439",1964-09-15,1.5
"440",1964-09-16,3.7
"441",1964-09-17,3.4
"442",1964-09-18,0.4
"443",1964-09-19,0
"444",1964-09-20,0.3
"445",1964-09-21,0.5
"446",1964-09-22,0
"447",1964-09-23,1.4
"448",1964-09-24,0
"449",1964-09-25,0
"450",1964-09-26,0
"451",1964-09-27,0
"452",1964-09-28,39.2
"453",1964-09-29,11.7
"454",1964-09-30,4
"455",1964-10-01,0
"456",1964-10-02,17.2
"457",1964-10-03,12
"458",1964-10-04,8.7
"459",1964-10-05,4.1
"460",1964-10-06,0.4
"461",1964-10-07,18
"462",1964-10-08,1.5
"463",1964-10-09,13.5
"464",1964-10-10,1.7
"465",1964-10-11,13
"466",1964-10-12,5.2
"467",1964-10-13,0.9
"468",1964-10-14,1
"469",1964-10-15,0.6
"470",1964-10-16,1
"471",1964-10-17,9.8
"472",1964-10-18,0.3
"473",1964-10-19,0
"474",1964-10-20,0
"475",1964-10-21,0
"476",1964-10-22,0
"477",1964-10-23,2.4
"478",1964-10-24,10.6
"479",1964-10-25,1.1
"480",1964-10-26,0.3
"481",1964-10-27,0
"482",1964-10-28,0
"483",1964-10-29,0
"484",1964-10-30,35.4
"485",1964-10-31,23.8
"486",1964-11-01,0.5
"487",1964-11-02,0
"488",1964-11-03,2.9
"489",1964-11-04,1.5
"490",1964-11-05,0
"491",1964-11-06,0
"492",1964-11-07,0
"493",1964-11-08,0.3
"494",1964-11-09,11.7
"495",1964-11-10,0
"496",1964-11-11,0
"497",1964-11-12,0
"498",1964-11-13,0
"499",1964-11-14,0
"500",1964-11-15,0.4
"501",1964-11-16,1.5
"502",1964-11-17,0.2
"503",1964-11-18,0
"504",1964-11-19,5
"505",1964-11-20,2.9
"506",1964-11-21,2.2
"507",1964-11-22,2.2
"508",1964-11-23,4.3
"509",1964-11-24,0
"510",1964-11-25,0
"511",1964-11-26,0
"512",1964-11-27,0
"513",1964-11-28,0
"514",1964-11-29,0
"515",1964-11-30,0
"516",1964-12-01,3.2
"517",1964-12-02,7.4
"518",1964-12-03,0
"519",1964-12-04,0
"520",1964-12-05,2.2
"521",1964-12-06,0
"522",1964-12-07,0
"523",1964-12-08,0
"524",1964-12-09,3.6
"525",1964-12-10,2
"526",1964-12-11,0.2
"527",1964-12-12,0
"528",1964-12-13,2.4
"529",1964-12-14,0.5
"530",1964-12-15,0
"531",1964-12-16,0
"532",1964-12-17,0.1
"533",1964-12-18,0
"534",1964-12-19,0
"535",1964-12-20,0
"536",1964-12-21,0.1
"537",1964-12-22,0
"538",1964-12-23,29.8
"539",1964-12-24,5.5
"540",1964-12-25,1.2
"541",1964-12-26,0.5
"542",1964-12-27,0
"543",1964-12-28,0
"544",1964-12-29,0
"545",1964-12-30,0
"546",1964-12-31,0
"547",1965-01-01,0
"548",1965-01-02,0
"549",1965-01-03,0
"550",1965-01-04,0
"551",1965-01-05,0
"552",1965-01-06,0
"553",1965-01-07,0
"554",1965-01-08,0
"555",1965-01-09,0
"556",1965-01-10,0.1
"557",1965-01-11,0.4
"558",1965-01-12,0
"559",1965-01-13,0
"560",1965-01-14,0
"561",1965-01-15,0
"562",1965-01-16,0
"563",1965-01-17,0
"564",1965-01-18,0
"565",1965-01-19,0
"566",1965-01-20,0
"567",1965-01-21,0
"568",1965-01-22,0
"569",1965-01-23,0
"570",1965-01-24,0
"571",1965-01-25,0
"572",1965-01-26,0
"573",1965-01-27,0
"574",1965-01-28,0
"575",1965-01-29,0
"576",1965-01-30,0
"577",1965-01-31,2.6
"578",1965-02-01,0
"579",1965-02-02,0
"580",1965-02-03,0
"581",1965-02-04,0
"582",1965-02-05,0
"583",1965-02-06,0
"584",1965-02-07,0
"585",1965-02-08,0
"586",1965-02-09,1.7
"587",1965-02-10,0.3
"588",1965-02-11,0
"589",1965-02-12,0
"590",1965-02-13,0
"591",1965-02-14,0
"592",1965-02-15,0
"593",1965-02-16,0.5
"594",1965-02-17,0
"595",1965-02-18,0
"596",1965-02-19,1.1
"597",1965-02-20,0
"598",1965-02-21,0
"599",1965-02-22,0
"600",1965-02-23,0
"601",1965-02-24,0
"602",1965-02-25,0
"603",1965-02-26,0
"604",1965-02-27,0
"605",1965-02-28,0
"606",1965-03-01,0
"607",1965-03-02,0
"608",1965-03-03,0
"609",1965-03-04,0
"610",1965-03-05,0
"611",1965-03-06,0
"612",1965-03-07,0
"613",1965-03-08,0
"614",1965-03-09,0
"615",1965-03-10,0
"616",1965-03-11,0
"617",1965-03-12,0
"618",1965-03-13,0.1
"619",1965-03-14,0.5
"620",1965-03-15,0
"621",1965-03-16,0
"622",1965-03-17,0
"623",1965-03-18,0
"624",1965-03-19,0
"625",1965-03-20,0
"626",1965-03-21,0
"627",1965-03-22,0
"628",1965-03-23,0
"629",1965-03-24,0
"630",1965-03-25,0
"631",1965-03-26,0
"632",1965-03-27,0
"633",1965-03-28,0
"634",1965-03-29,0
"635",1965-03-30,0
"636",1965-03-31,0
"637",1965-04-01,0
"638",1965-04-02,0
"639",1965-04-03,0
"640",1965-04-04,0
"641",1965-04-05,0
"642",1965-04-06,0
"643",1965-04-07,0
"644",1965-04-08,0.3
"645",1965-04-09,0.1
"646",1965-04-10,0
"647",1965-04-11,2.3
"648",1965-04-12,1.7
"649",1965-04-13,2
"650",1965-04-14,0.6
"651",1965-04-15,0
"652",1965-04-16,3.2
"653",1965-04-17,0
"654",1965-04-18,3
"655",1965-04-19,2.4
"656",1965-04-20,1.7
"657",1965-04-21,1.4
"658",1965-04-22,0.2
"659",1965-04-23,4.6
"660",1965-04-24,1.1
"661",1965-04-25,0
"662",1965-04-26,0
"663",1965-04-27,0
"664",1965-04-28,0
"665",1965-04-29,0
"666",1965-04-30,0
"667",1965-05-01,0
"668",1965-05-02,0
"669",1965-05-03,0
"670",1965-05-04,0
"671",1965-05-05,0
"672",1965-05-06,0
"673",1965-05-07,0
"674",1965-05-08,0
"675",1965-05-09,0
"676",1965-05-10,0.8
"677",1965-05-11,1.4
"678",1965-05-12,3.1
"679",1965-05-13,0.4
"680",1965-05-14,0
"681",1965-05-15,0
"682",1965-05-16,1.9
"683",1965-05-17,5.4
"684",1965-05-18,0
"685",1965-05-19,1.1
"686",1965-05-20,0
"687",1965-05-21,0
"688",1965-05-22,0
"689",1965-05-23,0
"690",1965-05-24,0.3
"691",1965-05-25,1.4
"692",1965-05-26,2.5
"693",1965-05-27,0.2
"694",1965-05-28,1.5
"695",1965-05-29,0.4
"696",1965-05-30,0.2
"697",1965-05-31,7.5
"698",1965-06-01,2.1
"699",1965-06-02,0
"700",1965-06-03,1.8
"701",1965-06-04,0
"702",1965-06-05,0
"703",1965-06-06,0
"704",1965-06-07,0
"705",1965-06-08,0
"706",1965-06-09,0
"707",1965-06-10,0.1
"708",1965-06-11,0
"709",1965-06-12,0
"710",1965-06-13,0
"711",1965-06-14,0
"712",1965-06-15,0
"713",1965-06-16,0
"714",1965-06-17,0
"715",1965-06-18,0
"716",1965-06-19,1.1
"717",1965-06-20,0
"718",1965-06-21,0
"719",1965-06-22,12.7
"720",1965-06-23,23
"721",1965-06-24,0
"722",1965-06-25,0
"723",1965-06-26,3.8
"724",1965-06-27,0
"725",1965-06-28,0
"726",1965-06-29,0.1
"727",1965-06-30,1
"728",1965-07-01,0
"729",1965-07-02,0
"730",1965-07-03,3.3
"731",1965-07-04,1
"732",1965-07-05,0
"733",1965-07-06,0
"734",1965-07-07,0.3
"735",1965-07-08,0
"736",1965-07-09,0
"737",1965-07-10,0
"738",1965-07-11,0
"739",1965-07-12,0.3
"740",1965-07-13,1.2
"741",1965-07-14,0.3
"742",1965-07-15,0
"743",1965-07-16,0
"744",1965-07-17,5.8
"745",1965-07-18,1.6
"746",1965-07-19,2.6
"747",1965-07-20,0.1
"748",1965-07-21,0.4
"749",1965-07-22,0
"750",1965-07-23,3.3
"751",1965-07-24,1.3
"752",1965-07-25,0
"753",1965-07-26,0
"754",1965-07-27,8.9
"755",1965-07-28,11.6
"756",1965-07-29,3
"757",1965-07-30,0
"758",1965-07-31,0
"759",1965-08-01,0
"760",1965-08-02,0.2
"761",1965-08-03,3
"762",1965-08-04,5.6
"763",1965-08-05,0.8
"764",1965-08-06,0
"765",1965-08-07,6.1
"766",1965-08-08,10.4
"767",1965-08-09,0
"768",1965-08-10,0
"769",1965-08-11,0
"770",1965-08-12,0.3
"771",1965-08-13,1.9
"772",1965-08-14,3.5
"773",1965-08-15,12
"774",1965-08-16,11.5
"775",1965-08-17,5.2
"776",1965-08-18,1.7
"777",1965-08-19,0
"778",1965-08-20,4.5
"779",1965-08-21,0.2
"780",1965-08-22,0
"781",1965-08-23,3.1
"782",1965-08-24,0
"783",1965-08-25,0.7
"784",1965-08-26,0.1
"785",1965-08-27,0
"786",1965-08-28,0
"787",1965-08-29,0
"788",1965-08-30,0
"789",1965-08-31,0
"790",1965-09-01,0
"791",1965-09-02,2.2
"792",1965-09-03,1.5
"793",1965-09-04,26.2
"794",1965-09-05,7.5
"795",1965-09-06,10
"796",1965-09-07,5.7
"797",1965-09-08,9.2
"798",1965-09-09,3.1
"799",1965-09-10,4.1
"800",1965-09-11,0
"801",1965-09-12,0
"802",1965-09-13,0.6
"803",1965-09-14,1.2
"804",1965-09-15,0.1
"805",1965-09-16,3.6
"806",1965-09-17,6.6
"807",1965-09-18,3.1
"808",1965-09-19,0
"809",1965-09-20,0
"810",1965-09-21,0
"811",1965-09-22,1
"812",1965-09-23,0
"813",1965-09-24,0
"814",1965-09-25,0
"815",1965-09-26,0
"816",1965-09-27,0
"817",1965-09-28,0
"818",1965-09-29,0
"819",1965-09-30,0
"820",1965-10-01,0
"821",1965-10-02,0
"822",1965-10-03,0
"823",1965-10-04,0
"824",1965-10-05,0.1
"825",1965-10-06,0
"826",1965-10-07,0
"827",1965-10-08,0.1
"828",1965-10-09,13.8
"829",1965-10-10,0.7
"830",1965-10-11,0
"831",1965-10-12,1.1
"832",1965-10-13,0
"833",1965-10-14,0
"834",1965-10-15,0.1
"835",1965-10-16,13.1
"836",1965-10-17,22.7
"837",1965-10-18,9.5
"838",1965-10-19,13.3
"839",1965-10-20,0.3
"840",1965-10-21,0
"841",1965-10-22,2.9
"842",1965-10-23,2
"843",1965-10-24,9.5
"844",1965-10-25,1.4
"845",1965-10-26,53.5
"846",1965-10-27,10.4
"847",1965-10-28,0.6
"848",1965-10-29,0
"849",1965-10-30,0
"850",1965-10-31,0
"851",1965-11-01,1.5
"852",1965-11-02,0
"853",1965-11-03,1.8
"854",1965-11-04,0
"855",1965-11-05,0.1
"856",1965-11-06,2.9
"857",1965-11-07,0
"858",1965-11-08,0
"859",1965-11-09,0
"860",1965-11-10,8.4
"861",1965-11-11,21
"862",1965-11-12,4.1
"863",1965-11-13,0
"864",1965-11-14,0
"865",1965-11-15,0
"866",1965-11-16,0.2
"867",1965-11-17,0.6
"868",1965-11-18,0
"869",1965-11-19,0
"870",1965-11-20,0
"871",1965-11-21,0
"872",1965-11-22,0
"873",1965-11-23,0
"874",1965-11-24,3.4
"875",1965-11-25,14.9
"876",1965-11-26,0.6
"877",1965-11-27,0.1
"878",1965-11-28,0
"879",1965-11-29,0.2
"880",1965-11-30,1.8
"881",1965-12-01,17.7
"882",1965-12-02,15.3
"883",1965-12-03,0
"884",1965-12-04,0
"885",1965-12-05,4.7
"886",1965-12-06,7.8
"887",1965-12-07,0.3
"888",1965-12-08,0.1
"889",1965-12-09,0
"890",1965-12-10,0
"891",1965-12-11,0.1
"892",1965-12-12,0
"893",1965-12-13,0
"894",1965-12-14,2.7
"895",1965-12-15,0
"896",1965-12-16,0.1
"897",1965-12-17,0
"898",1965-12-18,0
"899",1965-12-19,0
"900",1965-12-20,0
"901",1965-12-21,0
"902",1965-12-22,0
"903",1965-12-23,0
"904",1965-12-24,0
"905",1965-12-25,3.9
"906",1965-12-26,0
"907",1965-12-27,0
"908",1965-12-28,0
"909",1965-12-29,0
"910",1965-12-30,0
"911",1965-12-31,6.1
"912",1966-01-01,1.4
"913",1966-01-02,0
"914",1966-01-03,0.4
"915",1966-01-04,1.5
"916",1966-01-05,0
"917",1966-01-06,0
"918",1966-01-07,0
"919",1966-01-08,0
"920",1966-01-09,0
"921",1966-01-10,0
"922",1966-01-11,0
"923",1966-01-12,0
"924",1966-01-13,0.5
"925",1966-01-14,0
"926",1966-01-15,0
"927",1966-01-16,2.8
"928",1966-01-17,0.5
"929",1966-01-18,0.6
"930",1966-01-19,0
"931",1966-01-20,0
"932",1966-01-21,0
"933",1966-01-22,0
"934",1966-01-23,0
"935",1966-01-24,0
"936",1966-01-25,0
"937",1966-01-26,0
"938",1966-01-27,4.8
"939",1966-01-28,2.2
"940",1966-01-29,0
"941",1966-01-30,45.4
"942",1966-01-31,5.8
"943",1966-02-01,0
"944",1966-02-02,0
"945",1966-02-03,0
"946",1966-02-04,0
"947",1966-02-05,1.3
"948",1966-02-06,0
"949",1966-02-07,0
"950",1966-02-08,0
"951",1966-02-09,0
"952",1966-02-10,0
"953",1966-02-11,0
"954",1966-02-12,0
"955",1966-02-13,0
"956",1966-02-14,5.2
"957",1966-02-15,4.5
"958",1966-02-16,9
"959",1966-02-17,11.8
"960",1966-02-18,3.6
"961",1966-02-19,0.7
"962",1966-02-20,3.5
"963",1966-02-21,11.1
"964",1966-02-22,2.9
"965",1966-02-23,0
"966",1966-02-24,0
"967",1966-02-25,0.2
"968",1966-02-26,0.3
"969",1966-02-27,0
"970",1966-02-28,0
"971",1966-03-01,0
"972",1966-03-02,0
"973",1966-03-03,0
"974",1966-03-04,0
"975",1966-03-05,0
"976",1966-03-06,0
"977",1966-03-07,0
"978",1966-03-08,0
"979",1966-03-09,0.1
"980",1966-03-10,3
"981",1966-03-11,0
"982",1966-03-12,1.9
"983",1966-03-13,0
"984",1966-03-14,4.3
"985",1966-03-15,11.6
"986",1966-03-16,57.3
"987",1966-03-17,1.2
"988",1966-03-18,7.4
"989",1966-03-19,3.2
"990",1966-03-20,3.8
"991",1966-03-21,0.3
"992",1966-03-22,2.3
"993",1966-03-23,0
"994",1966-03-24,0.8
"995",1966-03-25,3.4
"996",1966-03-26,0
"997",1966-03-27,0
"998",1966-03-28,0
"999",1966-03-29,0
"1000",1966-03-30,0
"1001",1966-03-31,0
"1002",1966-04-01,0
"1003",1966-04-02,0
"1004",1966-04-03,0
"1005",1966-04-04,0
"1006",1966-04-05,0
"1007",1966-04-06,0
"1008",1966-04-07,0
"1009",1966-04-08,0
"1010",1966-04-09,4.6
"1011",1966-04-10,0
"1012",1966-04-11,0
"1013",1966-04-12,0
"1014",1966-04-13,0
"1015",1966-04-14,2.2
"1016",1966-04-15,0
"1017",1966-04-16,0
"1018",1966-04-17,0
"1019",1966-04-18,0
"1020",1966-04-19,0
"1021",1966-04-20,0
"1022",1966-04-21,0
"1023",1966-04-22,0.2
"1024",1966-04-23,0
"1025",1966-04-24,0
"1026",1966-04-25,0
"1027",1966-04-26,0
"1028",1966-04-27,0
"1029",1966-04-28,0
"1030",1966-04-29,0
"1031",1966-04-30,9.6
"1032",1966-05-01,0
"1033",1966-05-02,0
"1034",1966-05-03,0
"1035",1966-05-04,0.1
"1036",1966-05-05,47.2
"1037",1966-05-06,2.4
"1038",1966-05-07,0
"1039",1966-05-08,0
"1040",1966-05-09,0
"1041",1966-05-10,0
"1042",1966-05-11,0
"1043",1966-05-12,0
"1044",1966-05-13,0
"1045",1966-05-14,0
"1046",1966-05-15,0
"1047",1966-05-16,0
"1048",1966-05-17,0.1
"1049",1966-05-18,0
"1050",1966-05-19,7
"1051",1966-05-20,8
"1052",1966-05-21,0.9
"1053",1966-05-22,0
"1054",1966-05-23,0
"1055",1966-05-24,0
"1056",1966-05-25,0
"1057",1966-05-26,0
"1058",1966-05-27,0
"1059",1966-05-28,0
"1060",1966-05-29,0
"1061",1966-05-30,0
"1062",1966-05-31,23.5
"1063",1966-06-01,21.7
"1064",1966-06-02,4.8
"1065",1966-06-03,5.6
"1066",1966-06-04,0
"1067",1966-06-05,0
"1068",1966-06-06,0
"1069",1966-06-07,0
"1070",1966-06-08,0.5
"1071",1966-06-09,8.3
"1072",1966-06-10,0
"1073",1966-06-11,0
"1074",1966-06-12,0
"1075",1966-06-13,17.7
"1076",1966-06-14,0.1
"1077",1966-06-15,11.3
"1078",1966-06-16,6.6
"1079",1966-06-17,0.1
"1080",1966-06-18,1
"1081",1966-06-19,0
"1082",1966-06-20,0.6
